0.5474882,0.7195689
0.55094415,0.71672577
0.5620001,0.7070488
0.5455633,0.70158464
0.56159264,0.72251403
0.5646752,0.7350447
0.564315,0.71972436
0.5656835,0.7137653
0.56501675,0.7155824
0.5761873,0.72291505
0.5660476,0.72037905
0.572758,0.72398037
0.5713144,0.7089177
0.5737124,0.72748554
0.57549286,0.7380396
0.5782072,0.7263732
0.57705736,0.7314515
0.5689278,0.73188704
0.5833744,0.7264586
0.5762839,0.72941977
0.58323985,0.733423
0.58594316,0.7524242
0.58041626,0.73021126
0.5844666,0.737369
0.58848023,0.73616505
0.5900564,0.73176444
0.58783245,0.740356
0.59070385,0.73480856
0.59735596,0.74561423
0.59242606,0.7471211
0.59411246,0.75778395
0.6037701,0.75887257
0.6070024,0.7478156
0.5948233,0.74274963
0.60215265,0.7440261
0.60381347,0.74543536
0.61178094,0.7384921
0.61686766,0.75054204
0.6129831,0.7511408
0.6095,0.7528092
0.62934655,0.7508217
0.62330765,0.7475063
0.625803,0.75254387
0.6196454,0.7573398
0.6102918,0.7628722
0.6047096,0.76083344
0.626656,0.76294816
0.6443306,0.7574208
0.6339276,0.76307744
0.63555926,0.75918096
0.64824885,0.7638209
0.64402586,0.7680959
0.63719517,0.7716674
0.6402973,0.7750957
0.64400536,0.7763151
0.6472079,0.7733005
0.64644504,0.78367573
0.64978194,0.7719028
0.6509287,0.7576507
0.6488499,0.7771112
0.6502979,0.7777631
0.6538908,0.77113193
0.6537123,0.7796661
0.6589307,0.7809758
0.6613866,0.7832507
0.6604459,0.790588
0.66126806,0.7833049
0.67208534,0.7900181
0.66866255,0.7785388
0.6767873,0.7906747
0.6996282,0.7831491
0.6775378,0.7848849
0.67379194,0.7848506
0.68003243,0.79792935
0.6764197,0.79347414
0.6673798,0.79835904
0.6783737,0.8001375
0.6870473,0.813647
0.68825096,0.7811625
0.68197244,0.80438834
0.6798472,0.80290586
0.67567164,0.7995001
0.67186207,0.80990595
0.6858925,0.80503476
0.70116985,0.8109259
0.6792671,0.80416507
0.6959874,0.8119839
0.69243765,0.82272065
0.6989976,0.8143913
0.7002448,0.81855416
0.69844097,0.81578964
0.6980017,0.8134525
0.71486235,0.82312393
0.705323,0.8174024
0.7035734,0.8120592
0.70777994,0.82195956
0.71250355,0.8244197
0.7064145,0.81228614
0.70302343,0.8310667
0.71408594,0.8307473
0.7239695,0.8516299
0.7134211,0.8354085
0.7158987,0.8190451
0.7242456,0.8343001
0.720784,0.8390624
0.729034,0.841149
0.7319424,0.8382154
0.7311287,0.8378584
0.7398846,0.8467509
0.72536176,0.8572537
0.7341488,0.8442128
0.7282717,0.84939635
0.71915895,0.8464308
0.73466307,0.85100466
0.73657054,0.85114515
0.7393681,0.86223114
0.73263836,0.85755086
0.7346812,0.8618719
0.741629,0.86139166
0.7392296,0.8561651
0.74557686,0.8623325
0.75778216,0.8695023
0.7520276,0.87564826
0.7410756,0.86966133
0.75239176,0.8836928
0.7502138,0.8688767
0.746299,0.85717225
0.76555634,0.8780541
0.76140726,0.87484473
0.75955385,0.86917347
0.7598775,0.89670986
0.7684303,0.88100725
0.7756789,0.8808815
0.7757038,0.8972167
0.77022547,0.88979
0.7739691,0.8873932
0.7744497,0.8932032
0.75170267,0.89183706
0.765171,0.9120427
0.7724214,0.8972584
0.77566385,0.89758307
0.76893485,0.90610576
0.7719494,0.9028907
0.7741601,0.8964653
0.7859849,0.92105293
0.7936454,0.91672003
0.78624964,0.9081709
0.77454734,0.91104954
0.7811681,0.90731686
0.7751783,0.91884667
0.7688209,0.9216385
0.78294206,0.91045415
0.78181636,0.92366695
0.7881977,0.9226114
0.7937076,0.9317872
0.7974628,0.9242609
0.7890926,0.91827387
0.7945754,0.9279951
0.7979724,0.9354623
0.80223846,0.9323052
0.7997056,0.9320353
0.80670065,0.92821777
0.8062177,0.9451487
0.8090722,0.93978447
0.80488086,0.94602746
0.8046123,0.9455769
0.80428845,0.9486663
0.79816073,0.9556822
0.8021834,0.95332634
0.8103916,0.9560128
0.82668185,0.95893383
0.8021656,0.9585144
0.8167953,0.9616972
0.8202278,0.9604446
0.8124724,0.96425116
0.8327243,0.9626251
0.8300472,0.9700847
0.8226138,0.9789421
0.8238967,0.9767966
0.8244621,0.9841853
0.8292387,0.98059595
0.82599074,0.98377514
0.8309427,0.97863364
0.8249227,0.98893356
0.8443738,0.98615015
0.8340946,0.9950246
0.833882,1.0026048
0.8363862,0.99819833
0.84530735,1.0002292
0.8323109,0.9989169
0.8381171,0.9892358
0.68437105,0.79939723
0.6927132,0.79043543
0.7007638,0.8035544
0.68811285,0.7894287
0.68638206,0.8067066
0.7026782,0.80100346
0.70551795,0.8170428
0.6955345,0.8094504
0.69375837,0.81412303
0.68557405,0.7967273
0.6999619,0.80532473
0.69888484,0.81244284
0.7004967,0.811047
0.68685776,0.81162906
0.7084408,0.8349968
0.7284268,0.8203631
0.70469314,0.82418835
0.7118138,0.8430264
0.703352,0.8291158
0.7124016,0.82247424
0.7187466,0.8237412
0.7204301,0.82862794
0.71923023,0.8301904
0.7189227,0.8334295
0.72241306,0.83027685
0.7303553,0.8425363
0.7147309,0.830362
0.7265199,0.8402871
0.7476935,0.85033804
0.7399699,0.8349443
0.75403184,0.83518934
0.7272739,0.8513802
0.73291564,0.8432559
0.7276797,0.84505576
0.74732834,0.8400118
0.7404418,0.8426799
0.74697894,0.84148586
0.7399137,0.8457347
0.7444946,0.85300297
0.7449842,0.84841055
0.7612543,0.85099584
0.75880194,0.8610982
0.75739276,0.85406363
0.7693978,0.87500757
0.7569045,0.8438038
0.75649285,0.84864956
0.7600294,0.8489183
0.76386636,0.85527563
0.7722935,0.8713239
0.7667423,0.8556136
0.76905274,0.8674821
0.7687894,0.8611265
0.7685648,0.86108595
0.7723197,0.85902506
0.7752769,0.86110246
0.7755623,0.86470044
0.7823189,0.86337125
0.79009044,0.8727898
0.7708396,0.86388755
0.783745,0.8603933
0.7843446,0.872413
0.7902294,0.8714663
0.79256785,0.8665177
0.7897821,0.87405956
0.8006449,0.8732463
0.7925506,0.85965794
0.7999971,0.8538277
0.79766923,0.87577605
0.81031156,0.8677371
0.80185425,0.86209357
0.8028927,0.8794792
0.8037587,0.87459415
0.80125344,0.88062936
0.81294924,0.88274664
0.82378083,0.8553801
0.81603634,0.88343716
0.8171873,0.8961335
0.8011882,0.88646513
0.82499653,0.8848856
0.81997603,0.8899552
0.81574506,0.8857866
0.826079,0.88965595
0.8192988,0.88406277
0.82878894,0.89019674
0.8391707,0.8909184
0.82709634,0.9065776
0.842474,0.89113164
0.8469556,0.8922986
0.8489971,0.8980138
0.85539716,0.9025221
0.8304469,0.888861
0.8443392,0.90658635
0.84503907,0.88990355
0.85700345,0.8957447
0.86006576,0.89134115
0.8555688,0.8971083
0.8462574,0.9009473
0.85415274,0.8864759
0.8490959,0.88933563
0.87018776,0.9038042
0.8717308,0.9033364
0.8661243,0.8994157
0.8953917,0.9009546
