-0.8625562,0.95997274,0.30789715
-1.2789186,1.4134446,0.6206365
-0.15450677,0.42061278,-0.49108022
-0.4926939,1.1401259,0.12466471
-0.8755579,1.7047876,0.45291677
-0.74735105,0.99422985,0.2311292
-1.1235117,1.4562855,0.67052877
-0.8846228,1.3293322,-0.013799755
-0.7328541,0.9482663,0.06536748
-0.702357,0.68024325,0.22396089
-0.8111893,1.2121137,0.26197797
-0.67648965,0.5270953,0.055061944
-0.6926844,1.2092026,0.100408375
-0.71941805,1.5510358,0.593533
-0.86057323,1.1711725,0.35157502
-0.8120262,1.2078401,0.3366123
-0.7717472,1.2099459,0.29844764
-0.6761778,0.97962266,0.07725251
-0.8400099,1.4393246,0.31233683
-0.63310546,1.1343036,0.40462473
-0.7675039,1.053283,0.45325494
-0.73877126,1.4198399,0.2699588
-0.93910027,1.1189171,0.16856164
-0.66174746,1.1769843,0.044914875
-0.8038355,1.348657,0.16397437
-0.68747896,1.2069728,0.35000795
-1.4225073,1.5398456,0.7537204
-0.763959,1.2368789,0.32805562
-0.8676897,1.360446,0.48700428
-0.9033097,1.3488842,0.30774647
-0.72807515,0.9204147,0.28357765
-0.8504288,1.5520216,0.44940668
-0.68904084,1.2338852,0.37379354
-0.7206041,1.1413182,0.11960153
-0.7798899,1.0919015,0.5005061
-0.55937874,1.1170486,-0.008100119
-0.3603904,1.1046816,0.01614223
-0.6111481,1.030789,0.20483816
-0.6665798,1.494842,0.24073665
-0.96093494,1.4213883,0.57476294
-0.66562295,1.1285175,0.2530484
-0.7609045,1.2534474,0.40249473
-0.35423607,0.7717108,0.006440527
-0.8706989,1.324945,0.42050457
-0.8382268,1.3224365,0.45154804
-0.8318832,1.0311245,0.24945855
-0.7826965,1.1381903,0.39021406
-0.91549575,1.1603643,0.37910944
-0.68289715,1.1640702,0.22230475
-0.7601182,1.0657842,0.22918564
-0.9148561,1.2608386,0.44411305
-0.7719791,1.2671255,0.093286686
-0.8957401,1.1357437,0.2729205
-1.2210695,1.2923963,0.43468943
-1.0487322,1.3656024,0.62331027
-0.80527216,1.4587836,0.35633475
-0.829615,1.3287954,0.60099596
-0.8908118,1.6345649,0.35743055
-0.6609159,1.1406884,0.17241456
-0.9988258,1.0754466,0.26673663
-0.71737635,1.1346288,0.28460094
-0.45891836,0.9741979,0.07458757
-0.5963074,1.0082589,0.027047457
-0.6507662,0.9746212,0.22949015
-0.7673733,1.1166253,0.27649167
-0.53288233,1.1084805,0.1856533
-0.62788135,1.0684992,0.19686872
-0.82363653,1.1204861,0.28796604
-0.70399624,0.90202934,0.2787356
-0.81755686,1.2820784,0.3249365
-0.71899956,0.99493694,0.30226693
-0.5846917,0.94213444,0.1094845
-0.6144052,0.91816425,0.18392466
-0.9513823,1.3041646,0.2855124
-1.3122463,1.5047419,0.69919837
-0.7681596,1.2162533,0.060888976
-0.9139978,1.2991992,0.34837306
-0.73577803,1.2137965,0.07385013
-0.95832825,1.6014382,0.5696319
-0.63729274,1.1582634,0.23080863
-0.5851502,0.8061486,0.18697074
-0.8106509,1.4076741,0.124828875
-0.77505225,1.0506712,0.12262173
-0.86885715,1.2124544,0.28706393
-0.82884735,1.328878,0.38293907
-0.7929262,1.1959426,0.22703339
-0.8426646,1.3826251,0.38569206
-0.6075819,0.9195166,0.059397522
-0.7465675,0.9248691,0.5553248
-0.65279716,1.2298591,0.022412555
-0.6220921,0.9687783,0.15592363
-0.7521727,1.107283,0.30117783
-0.5523315,0.94353324,0.0010878618
-0.64966804,1.1659541,0.16582213
-0.9005537,1.2788421,0.58436936
-0.45962736,1.1016104,0.13052127
-0.9283748,1.3567607,0.40428707
-0.81934,1.2799879,0.40416694
-0.9265091,1.5438148,0.71369344
-0.56553304,1.0686024,0.035530105
-0.5947348,1.1491843,0.25857714
-0.9910083,1.403261,0.540011
-0.59414846,0.93622965,0.17363828
-0.68911815,1.3545309,0.30151963
-0.6239392,1.0647416,-0.039721027
-0.83294934,1.5802243,0.5941855
-0.77588916,1.2101524,0.32778063
-0.8329547,1.2679306,0.2521608
-0.9198137,1.122014,0.52202654
-0.94470555,1.2304269,0.25005823
-0.79114574,1.38486,0.12256373
-0.9011028,1.4304829,0.35568377
-0.7513811,1.2952868,0.10204743
-0.81554985,1.2223027,0.23764965
-1.0720807,1.224739,0.47809336
-0.81295377,1.2857482,0.14626543
-1.1545845,1.3960916,0.60279036
-0.6826706,1.2993953,0.136876
-1.0138798,1.7764916,0.5054719
-1.0423299,0.8727428,0.3458117
-0.83955413,1.0403482,0.6277132
-0.8820028,1.1078714,0.19618462
-0.17320167,0.9485244,-0.19535534
-0.765329,1.5394894,0.47534505
-0.7704465,1.141824,0.1401629
-1.2428775,1.4263278,0.6044584
-0.8218961,1.149814,0.27075115
